VOGAL,F1,F2,AMOSTRA
i,458.9167447346,2088.3877822252,SP2010
u,470.3989453999,965.6138286125,SP2010
e,606.9049837502,2011.5538140623,SP2010
e,540.6179199443,1804.6775529012,SP2010
u,481.6074791535,909.2578415559,SP2010
e,791.030369797,1814.2910291292999,SP2010
o,591.5401548476,868.9947467233,SP2010
e,555.1485837725,2048.0100390849,SP2010
i,431.3148134338,2060.8734780286,SP2010
e,566.4991835934,2121.3147060691,SP2010
u,454.0374398732,1080.3904548782,SP2010
u,398.9391889236,1124.0200925575,SP2010
e,491.2970317096,1682.7309709041,SP2010
e,509.5588155789,2068.647855423,SP2010
e,489.5652231192,1917.6802977741,SP2010
e,579.6261020248,1700.1065698286,SP2010
e,751.6614545073,1741.2140713994,SP2010
e,634.439792224,1878.4646753664,SP2010
o,690.9043864581,1281.5408227863,SP2010
o,544.8469001532,1041.672933932,SP2010
e,551.7702850142,1792.6196451996,SP2010
e,655.0497790887,1936.8131770945,SP2010
i,373.6264938259,2023.0108915749,SP2010
u,442.9772086714,905.6065404132,SP2010
e,565.1731670849,1846.0142641918,SP2010
e,614.7341016839,1678.3486548439,SP2010
o,761.8830295606,1292.106329487,SP2010
e,496.8945326269,2035.389424998,SP2010
i,446.9818387986,2140.1542656862,SP2010
o,474.9646615565,1099.4740208957,SP2010
o,580.2306756061,1107.2370157925,SP2010
o,583.7239017185,1072.0109951539,SP2010
o,607.8156964177,1153.9348468197,SP2010
e,695.8486350837,1767.2501360602,SP2010
e,493.550809702,1900.0699152013,SP2010
u,388.9904855088,911.7931473599,SP2010
u,380.9434188976,1033.2744871206,SP2010
e,491.7229190351,2083.0270183882,SP2010
o,528.5665418155,1240.8744749821,SP2010
o,594.8174150395,1126.4565842229,SP2010
o,510.1331644115,1041.9701428063,SP2010
o,482.5375554461,1086.111415671,SP2010
u,381.0252212723,944.7415005606,SP2010
u,360.9752622845,1007.9228966458,SP2010
o,671.9149588727,1145.7156356785,SP2010
o,586.4822277494,1355.3422706461,SP2010
u,510.8122371519,1168.0281330997,SP2010
o,663.0163773435,1251.6004992691,SP2010
o,471.5794584845,987.1163142333,SP2010
o,505.9178328003,1155.2779524205,SP2010
o,549.5245330302,1145.8613276275,SP2010
o,478.0389125949,927.1591466129,SP2010
o,740.1963901455,1383.4470684816,SP2010
o,454.1653111235,906.2827162713,SP2010
o,489.6044624158,929.6106463306,SP2010
o,511.0470843073,1081.5117083593,SP2010
o,472.0366034459,1104.92465315,SP2010
o,525.5954458649,1004.2687947304,SP2010
o,523.8550074025,1025.6061983977,SP2010
o,509.7770963635,925.4467518472,SP2010
o,548.8829536483,908.4979695948,SP2010
o,610.9547752332,909.0858857079,SP2010
o,470.808406092,1099.7210971259,SP2010
o,518.5134261007,874.4472270912,SP2010
o,505.4946581493,1483.8583939849,SP2010
o,538.6433101253,1171.7827991641,SP2010
o,732.2285930416,968.4310750387,SP2010
o,752.9972546597,950.7008522615,SP2010
i,261.7301301543,1551.6621957317,SP2010
a,459.666246908,1228.6891867183,SP2010
a,413.4804949349,1032.4483876575,SP2010
i,211.1937267977,1411.3833487847,SP2010
i,199.2922954582,1679.5902491642,SP2010
i,185.0275415185,1939.8496677313,SP2010
i,184.9503802888,1592.6598688073,SP2010
e,310.5450753332,1341.099807308,SP2010
o,181.3153070906,862.2417726045,SP2010
i,198.5147255022,1957.9913559552,SP2010
e,273.3261772104,1645.010732874,SP2010
e,290.9473318384,1457.041944475,SP2010
u,154.8333119356,798.1852501794,SP2010
e,203.2219819999,1439.2148576853,SP2010
e,378.4376568165,1187.7975829718,SP2010
a,466.5061269884,1130.5122269452,SP2010
o,419.6560015385,913.7243426849,SP2010
o,446.3905148882,1019.1219362791,SP2010
i,238.5111674127,2217.8802402337,SP2010
a,608.5863167385,1272.8255148019,SP2010
e,449.3808623652,1591.8301834595,SP2010
e,856.9530403717,1981.8898892742,SP2010
a,533.8494782782,1325.5768439949,SP2010
i,144.1425504486,2054.6643123111,SP2010
o,356.2754180652,999.7680896724,SP2010
a,457.6649361432,1134.5702476127,SP2010
i,221.3533564852,2063.6248565976,SP2010
o,317.9232733698,1164.4865452254,SP2010
o,447.2742133727,1309.9406697751,SP2010
o,242.0890355142,974.0933998488,SP2010
o,374.4271202994,1036.194312385,SP2010
i,250.8325828626,2138.4453841806,SP2010
i,215.5224735742,2148.2692081836,SP2010
e,397.5939642947,1688.9110175476,SP2010
i,313.9872409853,2106.5478822719,SP2010
i,348.1999016722,2040.2270532916,SP2010
e,361.7237604017,1516.3461353536,SP2010
a,475.8178456743,1133.6445640854,SP2010
a,444.5330730218,1210.1360167603,SP2010
i,216.3355603932,2016.9507415437,SP2010
e,336.4755581561,1581.5594254267,SP2010
a,513.7458533284,1226.6282928555,SP2010
u,247.1691570399,1023.8389944542,SP2010
a,418.2684118304,1142.4518043693,SP2010
u,366.1392284799,989.5553523199,SP2010
o,561.0972282953,1026.7406775337,SP2010
i,317.8076062529,2098.0520490771,SP2010
a,522.541430285,1353.5419247562,SP2010
o,456.4626930588,1015.7883621158,SP2010
i,209.6412643787,2240.3220682619,SP2010
u,221.8638791372,875.7680368877,SP2010
i,255.7261096902,2102.8805624915,SP2010
a,634.9978686314,1153.7082618637,SP2010
a,499.3994701847,1256.930718099,SP2010
a,594.1369767704,1105.8359847028,SP2010
a,468.5013206062,1194.8661975215,SP2010
u,195.1832301396,1010.6439822007,SP2010
e,222.8066139526,1525.6286299042,SP2010
o,505.30125440530003,935.7710928885,SP2010
a,398.1720843559,1249.7743363324,SP2010
i,203.3304880243,1576.794358658,SP2010
e,220.0865727137,1426.2910339597,SP2010
a,597.3933608174,1162.6674201835,SP2010
e,236.0411971227,1403.4735745811,SP2010
i,233.9380939099,1599.9017787622,SP2010
e,290.8104221276,1489.1953113438,SP2010
a,616.5546835659,1109.3518504526,SP2010
i,201.5211703204,1885.2538534593,SP2010
e,359.3184593988,1526.3837095514,SP2010
e,262.4566049008,1610.8096110611,SP2010
a,380.5056673319,1176.8322598124,SP2010
i,264.5650189689,2287.0855241568,SP2010
a,441.1527765414,1368.787436687,SP2010
a,509.9824945409,1308.8496566049,SP2010
i,169.614626006,1494.143353874,SP2010
o,358.5576320705,934.9441159272,SP2010
e,227.0692994349,1384.1296083995,SP2010
e,248.255585135,1774.0372584008,SP2010
e,311.2079218714,1518.400490387,SP2010
e,351.3183047659,1499.4273190982,SP2010
e,403.313863164,1490.9382163969,SP2010
a,565.785412211,1210.3689654534,SP2010
a,575.3884960224,1190.8600808046,SP2010
a,453.6667381976,1204.5151296126,SP2010
o,223.2682309619,888.8021696921,SP2010
o,212.8969975147,1040.2097073059,SP2010
a,382.0612743374,1367.396696879,SP2010
o,215.4596769657,945.7604660277,SP2010
o,197.8762422752,1204.4282212268,SP2010
a,540.7515595766,1203.5615564705,SP2010
i,187.8453107606,2069.3546633532,SP2010
o,185.3007855921,1136.8679052352,SP2010
u,182.6121464765,975.1425390873,SP2010
i,185.6259873361,1820.1995082787,SP2010
a,345.7269569845,1044.2043994418,SP2010
e,416.9460638574,1560.995512127,SP2010
a,714.5591420186,1051.9791361529,SP2010
a,590.7224037494,1141.020095401,SP2010
a,662.7350748185,1220.8796786233,SP2010
i,196.4501050985,1770.5635186564,SP2010
o,292.7249775809,1027.807063017,SP2010
u,164.8854079242,1018.9678162612,SP2010
e,409.7723695282,1407.4769485156,SP2010
u,205.5518829761,1045.7599039452,SP2010
u,202.2356021576,828.6232079673,SP2010
i,186.3448215104,1957.3069724592,SP2010
e,298.2694176228,1507.6131972076,SP2010
o,230.4295797117,853.3214246678,SP2010
u,197.8229359872,984.752330556,SP2010
i,261.7896962231,1580.0365052536,SP2010
o,253.4630103345,1151.6943613362,SP2010
e,388.4132543541,1471.6601539013,SP2010
o,454.8587316713,930.9225341175,SP2010
o,431.0675912545,987.226076068,SP2010
u,330.579250443,877.4523406418,SP2010
o,386.0383944962,1064.81676287,SP2010
o,391.330329508,1064.9041604364,SP2010
i,209.1169570044,1736.8719331437,SP2010
e,238.34827642,1596.0902772418,SP2010
e,321.1750221747,1397.7756026952,SP2010
i,188.9296821142,1686.5020638146,SP2010
o,447.2023836674,969.1037514101,SP2010
e,448.3171769609,1462.2807341763,SP2010
u,409.8033929102,879.7448477467,SP2010
o,276.7856369512,849.8964668072,SP2010
u,370.928919326,897.5515972371,SP2010
e,451.3481151134,1365.5564248693,SP2010
o,488.8114326085,1096.665940793,SP2010
o,388.2564718019,1057.3098746345,SP2010
o,433.3851081697,957.5916895741,SP2010
o,396.1420391981,936.4093869782,SP2010
u,158.9186029196,978.2562130102,SP2010
e,232.1654677785,1584.0943769972,SP2010
e,403.9923514658,1233.6232431409,SP2010
e,433.4868030574,1976.4054562345,SP2010
u,264.7574170108,1007.5665526463,SP2010
e,338.3883485225,1398.443951482,SP2010
o,228.1653158236,881.9116266203,SP2010
e,218.8170857359,1534.3908976644,SP2010
o,256.4740384641,986.9073110771,SP2010
u,185.8263696569,1031.3750086158,SP2010
u,207.3252886316,750.7372691923,SP2010
o,498.5231530097,865.8900573972,SP2010
u,190.5945560423,1097.3077584675,SP2010
e,361.5270140567,1473.6968491429,SP2010
e,336.9171947148,1448.8230675433,SP2010
o,357.0680024372,992.6681892215,SP2010
o,246.7945702251,955.4205019007,SP2010
o,232.804053692,1176.9453172585,SP2010
e,316.9996912617,1549.0001190987,SP2010
u,184.2692966804,906.2255410967,SP2010
e,233.9022816058,1602.6989402229,SP2010
u,217.4659163052,1001.3809065318,SP2010
e,220.7464441356,1478.5032790743,SP2010
o,328.9234050733,1056.1550912415,SP2010
o,198.4504736226,1031.7510383489,SP2010
o,215.8786203611,1105.2193285163,SP2010
e,238.6387608241,1640.9438132855,SP2010
e,205.7696576979,1666.7559632107,SP2010
e,193.8452087349,1499.0160217196,SP2010
e,212.3750991352,1574.2994498042,SP2010
e,235.7976395225,1545.8922056267,SP2010
o,211.7060355807,982.4119128876,SP2010
e,336.2087251927,1595.5707341797,SP2010
o,374.8362530733,998.61103888,SP2010
e,278.1955872129,1442.2390498018,SP2010
o,275.2940367478,937.3328900038,SP2010
e,421.5910229479,1547.8437993297,SP2010
o,448.9811740834,998.1217020539,SP2010
o,324.4147390441,1003.9922576871,SP2010
e,308.4539013172,1461.5171994520001,SP2010
e,334.7464109544,1570.729453001,SP2010
o,492.411552698,1000.8960432114,SP2010
o,326.1209236475,1079.177272605,SP2010
o,390.1894704305,928.971978992,SP2010
o,351.0605553038,876.1682306959,SP2010
o,284.6777184687,945.3914816246,SP2010
a,499.1907315775,1469.4465439303,SP2010
i,446.1306458401,1746.9445575969,SP2010
o,573.684596281,1150.6245825653,SP2010
e,517.330860596,1720.1544162888,SP2010
e,520.0328403072,1791.8865179142,SP2010
a,703.1173484559,1157.1195359615,SP2010
a,625.3489449393,1156.236798469,SP2010
a,635.5880096664,1413.0139825654,SP2010
e,533.4894013303,1710.7841094239,SP2010
a,646.7295494021,1590.8271469174,SP2010
a,501.724826081,1416.1230655049,SP2010
o,482.0339594302,1173.2241539236,SP2010
a,710.0040023231,1140.3342804351,SP2010
e,529.3489443023,1759.9391360594,SP2010
a,642.9711999919,1135.9979050434,SP2010
e,478.498761136,1475.5463492945,SP2010
o,447.2232983599,1254.2471755074,SP2010
o,498.8613130811,1363.199416996,SP2010
e,439.4092946814,1573.2278250615,SP2010
e,500.7723386633,1608.1646174029,SP2010
a,546.674157535,1223.623066672,SP2010
e,456.5634432544,1657.6002133377,SP2010
e,458.8354114169,1594.5149143473,SP2010
o,496.5079082671,1212.1146699343,SP2010
a,529.0462298809,1164.9897457926,SP2010
o,506.0300452407,947.7267158709,SP2010
a,728.7551226043,1251.9321092526,SP2010
i,418.167386156,1856.2005110793,SP2010
i,429.7558880045,1755.418448663,SP2010
a,687.4155529095,1176.1548332492,SP2010
u,473.7884969696,1098.9282678646,SP2010
u,465.8414938926,1174.6536950726,SP2010
a,734.3684516339,1303.4665128276,SP2010
e,447.4725624069,1656.4771372873,SP2010
a,590.3702305649,1373.9429319336,SP2010
a,537.0157061502,1232.5400567565,SP2010
a,557.7757359221,1254.2202490083,SP2010
a,661.9180282294,1255.3043867935,SP2010
o,530.1036480834,1144.9742953211,SP2010
a,510.1429323831,1492.4664165404,SP2010
o,561.9306847365,1063.7668196249,SP2010
a,556.4787883223,1139.0982265176,SP2010
a,559.3905740398,1187.7217581339,SP2010
e,465.6907701597,1559.2807144034,SP2010
u,458.4135225519,1198.2446219976,SP2010
a,681.1653793753,1179.8881284239,SP2010
a,662.509596452,1197.6951892622,SP2010
i,366.6640168001,1936.81767002,SP2010
i,445.3104462347,1882.8494348948,SP2010
e,602.3314166635,1379.3595158655,SP2010
a,615.791473308,1511.1044240526,SP2010
a,537.6840294052,1370.3357109332,SP2010
a,572.6154481833,1235.4802668421,SP2010
o,471.032452762,1161.0904257248,SP2010
o,490.3344163923,1223.9051302635,SP2010
a,631.9291042559,1173.8164211626,SP2010
a,722.9905728535,1212.9486147814,SP2010
o,564.0677229279,1215.7483487134,SP2010
a,625.0114061058,1219.6221114241,SP2010
a,653.358177089,1403.8535460025,SP2010
e,524.9222294732,1444.2040251593,SP2010
e,440.5532233776,1594.6431978425,SP2010
o,552.9785531925,959.88820051,SP2010
i,466.5638916166,1915.0201717568,SP2010
e,503.005834357,1566.5210391108,SP2010
o,539.3328182253,1055.9206709521,SP2010
o,587.3553971458,1087.5410859069,SP2010
o,458.6771589369,1219.5050961987,SP2010
i,335.2782067285,1976.7510896294,SP2010
o,509.4007203819,1219.4953959101,SP2010
o,480.397815409,1074.8709061101,SP2010
o,515.8317870899,1058.5883002644,SP2010
i,344.0059618587,1492.9556414926,SP2010
e,441.9374783618,1558.972020344,SP2010
i,401.2635996321,1978.9598671654,SP2010
e,446.8136040041,1491.0379713766,SP2010
i,469.7358600774,1513.0893328671,SP2010
e,448.99074735520003,1806.1768091187,SP2010
i,424.9906237586,1582.2010072064,SP2010
u,410.1152874531,1180.7866284601,SP2010
i,369.6690263214,1667.1779825608,SP2010
e,458.0500278477,1681.450245896,SP2010
e,555.9238172794,1436.3045187518,SP2010
i,363.67443408,1498.0782070078,SP2010
i,287.698266534,1660.4084050116,SP2010
e,460.1770417139,1748.540094817,SP2010
e,465.353648473,1429.0287517581,SP2010
e,501.8621543614,1647.5619137523,SP2010
e,447.7236876318,1655.6664266447,SP2010
i,368.8979719424,1891.0531855873,SP2010
e,518.3316474695,1624.7740110256,SP2010
o,576.2508309984,961.8113398018,SP2010
u,399.7378974734,1169.2170229445,SP2010
e,474.472139875,1470.2043192519,SP2010
i,455.2515944106,1761.0788034871,SP2010
i,365.1068613658,2055.4889854087,SP2010
e,538.1217929463,1474.7506643931,SP2010
e,512.2753385285,1491.7841111523,SP2010
o,576.8044788772,1078.8396852938,SP2010
i,417.6648214741,1761.0008908935,SP2010
i,437.533628651,1736.2447021102,SP2010
o,456.2951337378,1133.9594158286,SP2010
i,353.7591720316,1885.4019500917,SP2010
i,369.7735316708,1596.5694556932,SP2010
i,431.2041084668,1651.5678142245,SP2010
e,481.5232829779,1526.7373247324,SP2010
i,324.8629857986,1505.7681918722,SP2010
u,451.2665667997,973.9070082245,SP2010
e,456.9050062485,1710.3178168826,SP2010
e,441.4357566477,1696.3681124909,SP2010
i,421.6682853043,1832.9381019927,SP2010
e,437.8818845474,1632.5206524255,SP2010
e,448.0590772238,1549.6859922968,SP2010
u,428.6528572705,1160.0992025369,SP2010
e,434.1421542906,1459.3693631836,SP2010
u,395.6722205101,1094.4610991635,SP2010
u,384.3596156046,1087.9058786725,SP2010
o,440.889577869,1006.8716642401,SP2010
o,482.6251620563,1244.5532346214,SP2010
o,437.2161817164,1192.4873364543,SP2010
i,446.2262077624,1831.4628098122,SP2010
o,577.5034683991,1173.3919538136,SP2010
e,408.5524483484,1634.8469042458,SP2010
e,504.9964025481,1668.2843247142,SP2010
e,501.9878049209,1763.2628838324,SP2010
i,443.3435634865,1548.0912064637,SP2010
u,408.5616991033,1155.0185657914,SP2010
e,451.0262010759,1683.7603303822,SP2010
i,359.3800280795,2045.9164600143,SP2010
o,463.4034420534,1321.1631269064,SP2010
i,370.4071619833,1488.706769948,SP2010
e,422.8449363993,1712.9465196445,SP2010
o,532.9939703817,1104.1263971237,SP2010
o,453.4462827788,1095.8600012089,SP2010
e,595.2218490579,1566.9234376924,SP2010
e,450.6419249868,1888.8980906913,SP2010
u,396.6426544759,880.0543452716,SP2010
e,450.3330648068,1471.0753910234,SP2010
o,592.4910075447,1357.5465850646,SP2010
o,509.431286883,1212.7044708955,SP2010
u,433.2524280078,1062.7024936598,SP2010
u,401.590239563,993.5014333963,SP2010
e,454.6209741919,1355.0153320059,SP2010
o,569.7842019148,1312.8489895772,SP2010
e,510.3836696896,1501.5798648808,SP2010
o,518.454981956,972.7563054645,SP2010
o,435.883407026,887.5140955475,SP2010
o,497.3043836839,852.5791816119,SP2010
o,613.4064336751,1142.6295985773,SP2010
o,471.2527001887,902.1229026877,SP2010
u,367.0022530333,1128.8327922638,SP2010
u,403.4877975631,1137.2259962058,SP2010
e,474.7651428484,1561.1082882725,SP2010
e,453.0347169711,1403.1810522711,SP2010
e,433.143256947,1591.0323807327,SP2010
e,461.1858955294,1689.0118404383,SP2010
u,358.8461655782,1060.9102081618,SP2010
e,404.3792857031,1487.7544458227,SP2010
o,499.6978207201,1117.5081084128,SP2010
u,465.6045987284,926.4066097336,SP2010
e,557.3100772949,1365.7234643999,SP2010
o,469.748389211,1177.2214145578,SP2010
u,407.8740752735,997.4687315635,SP2010
u,433.0623139995,1147.6365075168,SP2010
o,476.5094103059,1077.6030375436,SP2010
o,535.5036650318,1218.1250351375,SP2010
o,507.7199451708,1059.9559482999,SP2010
o,483.5234184576,1263.1316367778,SP2010
o,533.7249721925,1253.6455733009,SP2010
o,468.83996819,1014.1280078953,SP2010
o,528.4614112508,1228.4670879211,SP2010
o,486.4314516898,1157.5597989963,SP2010
o,500.7761456679,925.6702567666,SP2010
o,567.6473190094,1139.2935519901,SP2010
o,465.3078145113,1102.2339751855,SP2010
u,414.522251067,937.8789377865,SP2010
a,655.3501283088,1230.3492194166,SP2010
a,794.6065900453,1421.5810919549,SP2010
o,473.7319172105,1005.6237470299,SP2010
e,519.3389265555,1481.140640615,SP2010
u,318.1930692502,888.7923394656,SP2010
u,363.9604716225,1048.5530017486,SP2010
a,629.8040809601,1134.9753279317,SP2010
i,280.5608189441,2388.3821602713,SP2010
e,478.7618920052,1444.1620415685,SP2010
u,399.4271184091,978.1364813551,SP2010
a,620.3050982566,1184.2604223222,SP2010
a,639.5229304072,1150.5055240982,SP2010
i,377.1220403554,2255.144552818,SP2010
a,715.7714616635,1118.8598786615,SP2010
e,347.5160024897,1632.8090827541,SP2010
a,661.2195556991,1133.0469669634,SP2010
a,608.7105640501,1160.8808236757,SP2010
o,516.0044248737,1072.2209905099,SP2010
i,365.8947575291,1887.8787477517,SP2010
e,470.5817383466,1626.6954237326,SP2010
a,657.4077368314,1242.2543711813,SP2010
u,447.1943972178,967.3525876007,SP2010
o,475.4143925951,1111.8902504427,SP2010
o,551.0635738692,802.06985688,SP2010
o,456.9918505299,929.7195047923,SP2010
o,541.681370511,882.6173044649,SP2010
i,334.835622079,1986.9789742322,SP2010
a,681.8076159069,1107.6805037235,SP2010
o,444.2244696494,968.3196304488,SP2010
e,488.5074418456,1716.7069715933,SP2010
i,294.5336187399,2015.4122227822,SP2010
i,431.5224432107,2385.9281714391,SP2010
u,315.951878157,1075.184680146,SP2010
e,447.0090181015,1725.6752772196,SP2010
a,615.0496065134,1009.2077963643,SP2010
a,587.4725466142,1175.2126094853,SP2010
a,552.8657144895,1228.0037386233,SP2010
a,636.161465155,1106.3042972618,SP2010
i,215.7910236842,1656.5454017495,SP2010
o,419.8718330036,1059.6832904124,SP2010
a,668.6314746884,1312.418821729,SP2010
u,340.0090623477,939.1640144603,SP2010
u,336.8111633314,782.8638185789,SP2010
o,510.6031641677,1027.6081690858,SP2010
i,284.5465299879,2153.946830467,SP2010
a,597.6202178371,1175.5298095578,SP2010
i,297.0708894812,1950.0872510514,SP2010
a,628.5014119804,1143.5656499275,SP2010
i,318.596170625,1971.6287040889,SP2010
a,677.9476402392,1299.4281001045,SP2010
a,675.4956923825,1351.9096921021,SP2010
u,363.7609899526,897.3908195009,SP2010
u,281.8683294847,992.2482310443,SP2010
a,589.3216323597,1129.1449039018,SP2010
i,289.7057935463,1797.5151137746,SP2010
a,745.4622453889,1194.4012692508,SP2010
a,670.9374576003,1131.3003808856,SP2010
a,717.0445342847,1183.7694488492,SP2010
a,644.8650673353,1066.8473033908,SP2010
i,239.7944943995,2340.7281763414,SP2010
i,280.6493985471,1960.8675831635,SP2010
i,316.5608983199,1882.4306800554,SP2010
i,392.777583653,2188.790331814,SP2010
i,313.9415308883,2412.8195460639,SP2010
a,560.9124212828,1141.174566913,SP2010
i,326.5976646219,2228.6257826638,SP2010
i,289.1093621434,1893.2136549679,SP2010
a,625.6868511278,1245.2562541135,SP2010
o,474.1796900896,882.993593618,SP2010
a,644.5729306228,1216.3985140716,SP2010
u,399.349347187,868.0691277964,SP2010
e,414.4610178012,1856.1292861704,SP2010
a,654.8525938639,1266.5389875043,SP2010
i,239.3047210999,2217.1275696368,SP2010
o,433.6771106194,1022.4073800335,SP2010
e,501.6936786101,1568.5835441262,SP2010
a,587.9871147795,1278.519087693,SP2010
a,626.556846873,1154.4517071166,SP2010
i,363.7634240465,1768.8570115998,SP2010
e,432.2054273525,1899.8756143238,SP2010
i,302.9127904891,2145.9872694364,SP2010
i,400.3253443991,1910.9554594133,SP2010
e,501.8056141838,1490.6409661627,SP2010
i,351.8127085892,2097.8558859303,SP2010
i,249.55612731,2027.8049938118,SP2010
e,476.4210154745,1799.7142833641,SP2010
u,397.3004411384,816.1243415307,SP2010
i,125.8944142328,1575.8325041739,SP2010
i,313.4994907896,2347.6739436886,SP2010
i,273.6347745391,1665.1540032417,SP2010
e,329.134930322,1707.0869221376,SP2010
o,408.333825076,984.0790619537,SP2010
o,466.1353566542,1043.1026720157,SP2010
i,325.4832079444,2159.7106587337,SP2010
i,282.9123445263,1944.2645700186,SP2010
e,482.6101302761,1542.1349617921,SP2010
i,267.2694135985,2105.8252219073,SP2010
e,434.4460103842,1746.1377704829,SP2010
e,453.1645841712,1732.2214722487,SP2010
e,536.6517454763,1689.8394097026,SP2010
e,519.0565467961,1709.0133548745,SP2010
e,405.5605178333,1932.4492670048,SP2010
e,469.3387894449,1463.3734055919,SP2010
e,545.7179154837,1613.2708308581,SP2010
o,508.6391089913,1058.875180722,SP2010
o,459.6128143267,1059.9284097828,SP2010
e,457.2502543464,1766.4666203901,SP2010
e,538.6974758878,1823.0685714871,SP2010
e,488.13475043,1515.6026988158,SP2010
e,462.3227328377,1569.5429736522,SP2010
e,474.1084777587,1747.2454855386,SP2010
e,450.3720368116,1760.4038894438,SP2010
e,505.4711376789,1559.521915539,SP2010
e,385.9545716869,1606.4190179786,SP2010
e,507.7213791987,1394.9770656545,SP2010
e,459.9437573098,1659.2708542381,SP2010
o,455.9439346825,948.3527915135,SP2010
e,426.2026879804,1725.4907010981,SP2010
e,400.132301285,1696.6906481306,SP2010
e,411.9882693881,1676.8689221654,SP2010
e,396.6378513697,1773.3869408549,SP2010
e,463.7170102792,1676.350129584,SP2010
u,390.9241603047,892.7440797235,SP2010
e,483.8875481231,1498.4189271209,SP2010
e,450.90121986729997,1532.4822147643,SP2010
e,401.6584403411,1938.7752429997,SP2010
e,454.4599728602,1724.7422583332,SP2010
o,449.5403975981,756.0127245918,SP2010
o,493.9648810533,850.7225513231,SP2010
o,425.3074261059,860.7560357358,SP2010
e,481.1290993231,1603.925164383,SP2010
u,192.1949578365,916.152831574,SP2010
e,513.3677315707,1471.229165324,SP2010
o,491.2149503766,860.5929936623,SP2010
o,466.6690875255,799.3096556034,SP2010
u,427.7942859663,830.5909722652,SP2010
e,343.6659554647,1624.6052478275,SP2010
u,297.1109624917,953.2021416133,SP2010
e,469.3734624579,1847.0609483757,SP2010
o,478.650203389,1051.5479642222,SP2010
o,490.2328905931,1018.7207754814,SP2010
o,470.0728786135,958.2728433652,SP2010
o,501.8179442552,713.6154254495,SP2010
e,466.540232142,1457.4183865088,SP2010
o,328.588210496,1405.2033134337,SP2010
o,551.2424895208,1087.2206473085,SP2010
e,395.1707999879,2121.5501400555,SP2010
u,500.4663080946,918.6633064553,SP2010
o,490.2320665238,1087.0746455075,SP2010
e,383.818435879,2014.3609405515,SP2010
e,469.8657472802,1387.6090460638,SP2010
u,355.3978029865,763.6028007177,SP2010
o,527.7578381562,1130.1032935185,SP2010
e,443.130252411,1855.299275596,SP2010
e,426.8032186582,1690.1402872565,SP2010
o,473.0604736462,1141.9892820428,SP2010
o,529.6443016983,1007.4632856441,SP2010
e,540.3970104146,1459.6104126915,SP2010
o,484.1064005773,1027.6887353252,SP2010
u,301.1224274073,750.0983090866,SP2010
o,410.6131765231,950.3369474679,SP2010
o,597.1030488751,1123.2739299983,SP2010
o,503.4859203862,1098.003698984,SP2010
o,467.500252705,1043.3539221031,SP2010
o,517.0204379631,1052.6795212643,SP2010
o,435.5717442637,1106.8090165252,SP2010
o,441.5904514847,1018.2987214368,SP2010
o,517.8067634312,1022.7612184206,SP2010
o,482.4048740889,1120.1519439969,SP2010
o,574.0829665938,1168.8845570449,SP2010
o,524.0300862636,973.9954353091,SP2010
o,460.0323219544,924.6712725791,SP2010
o,547.2435022637,1042.4340698253,SP2010
o,474.3748318699,987.756591921,SP2010
o,593.3971007447,1006.9645583471,SP2010
a,663.9932020932,1159.9576808952,SP2010
o,389.9569370728,997.9454348917,SP2010
a,437.5493502404,1366.992654599,SP2010
a,556.7912604335,936.3715862429,SP2010
a,443.6530060277,1084.6293880566,SP2010
e,477.5445359617,1649.927610191,SP2010
a,688.7597034193,1144.1537919159,SP2010
a,650.1562225884,1274.1691594649,SP2010
i,375.5749366962,1838.6459913329,SP2010
e,381.0603396021,1495.8319314654,SP2010
o,496.8406993345,821.1349601475,SP2010
e,373.1424844255,1387.2982143268,SP2010
o,400.1549794662,1167.6931832668,SP2010
e,429.2567100416,1230.9640749499,SP2010
a,661.2366012707,1126.5957624582,SP2010
i,341.7867773732,2236.4310298315,SP2010
e,424.8478024768,1279.4364474765,SP2010
a,755.6000691581,1210.0034122343,SP2010
e,442.2505376474,1717.0155277998,SP2010
a,685.9394292935,1159.4201553038,SP2010
u,382.4445982105,1023.7463006587,SP2010
u,340.7471417963,1045.7196703827,SP2010
u,304.8492723358,1035.1774579008,SP2010
a,612.5915844656,970.8097752334,SP2010
o,443.8238984222,1245.041975985,SP2010
e,366.6002920678,1610.5639169445,SP2010
o,485.4790176578,1017.5255347463,SP2010
u,355.3861979163,974.9300162421,SP2010
a,616.2387921261,1055.8468632499,SP2010
o,442.6240539578,941.5010239293,SP2010
a,589.5310539016,1317.1055626003,SP2010
e,441.7978195704,1988.0257424585,SP2010
a,640.4976740172,1128.9524903944,SP2010
a,598.9745655221,1037.4206425779,SP2010
a,684.0454082323,1453.2815862415,SP2010
i,338.6677252294,2132.2930600333,SP2010
o,424.4076407565,1214.4406107891,SP2010
u,224.4543262813,942.1623607522,SP2010
a,496.6142060088,1289.2900427892,SP2010
a,430.1957103611,1126.5974711989,SP2010
u,373.4283706603,880.0679436049,SP2010
e,424.6722340425,1674.7272322654,SP2010
i,335.1881427193,1681.6464399678,SP2010
i,366.626164258,1672.8431944199,SP2010
i,356.1392381555,1973.9139349544,SP2010
i,337.9188020196,1750.4716542981,SP2010
o,452.9253731458,1125.2958466767,SP2010
i,304.0419376715,1530.8816772929,SP2010
o,481.8425398118,1026.1487879006,SP2010
